Complex	ORF
organic cyclic compound biosynthetic process	GO:1901362	YER164W
organic cyclic compound biosynthetic process	GO:1901362	YER169W
organic cyclic compound biosynthetic process	GO:1901362	YER171W
organic cyclic compound biosynthetic process	GO:1901362	YER178W
organic cyclic compound biosynthetic process	GO:1901362	YER183C
organic cyclic compound biosynthetic process	GO:1901362	YER184C
organic cyclic compound biosynthetic process	GO:1901362	YFL060C
organic cyclic compound biosynthetic process	GO:1901362	YFL059W
organic cyclic compound biosynthetic process	GO:1901362	YFL058W
organic cyclic compound biosynthetic process	GO:1901362	YFL052W
organic cyclic compound biosynthetic process	GO:1901362	YFL049W
organic cyclic compound biosynthetic process	GO:1901362	YFL045C
organic cyclic compound biosynthetic process	GO:1901362	YFL036W
organic cyclic compound biosynthetic process	GO:1901362	YFL031W
organic cyclic compound biosynthetic process	GO:1901362	YFL024C
organic cyclic compound biosynthetic process	GO:1901362	YFL021W
organic cyclic compound biosynthetic process	GO:1901362	YFL017C
organic cyclic compound biosynthetic process	GO:1901362	YFL013C
organic cyclic compound biosynthetic process	GO:1901362	YFL002W-A
organic cyclic compound biosynthetic process	GO:1901362	YFR007W
organic cyclic compound biosynthetic process	GO:1901362	YFR013W
organic cyclic compound biosynthetic process	GO:1901362	YFR025C
organic cyclic compound biosynthetic process	GO:1901362	YFR032C
organic cyclic compound biosynthetic process	GO:1901362	YFR034C
organic cyclic compound biosynthetic process	GO:1901362	YFR037C
organic cyclic compound biosynthetic process	GO:1901362	YFR047C
organic cyclic compound biosynthetic process	GO:1901362	YFR053C
organic cyclic compound biosynthetic process	GO:1901362	YGL254W
organic cyclic compound biosynthetic process	GO:1901362	YGL253W
organic cyclic compound biosynthetic process	GO:1901362	YGL248W
organic cyclic compound biosynthetic process	GO:1901362	YGL246C
organic cyclic compound biosynthetic process	GO:1901362	YGL244W
organic cyclic compound biosynthetic process	GO:1901362	YGL237C
organic cyclic compound biosynthetic process	GO:1901362	YGL234W
organic cyclic compound biosynthetic process	GO:1901362	YGL209W
organic cyclic compound biosynthetic process	GO:1901362	YGL207W
organic cyclic compound biosynthetic process	GO:1901362	YGL202W
organic cyclic compound biosynthetic process	GO:1901362	YGL194C
organic cyclic compound biosynthetic process	GO:1901362	YGL187C
organic cyclic compound biosynthetic process	GO:1901362	YGL181W
organic cyclic compound biosynthetic process	GO:1901362	YGL166W
organic cyclic compound biosynthetic process	GO:1901362	YGL162W
organic cyclic compound biosynthetic process	GO:1901362	YGL151W
organic cyclic compound biosynthetic process	GO:1901362	YGL150C
organic cyclic compound biosynthetic process	GO:1901362	YGL148W
organic cyclic compound biosynthetic process	GO:1901362	YGL146C
organic cyclic compound biosynthetic process	GO:1901362	YGL133W
organic cyclic compound biosynthetic process	GO:1901362	YGL131C
organic cyclic compound biosynthetic process	GO:1901362	YGL127C
organic cyclic compound biosynthetic process	GO:1901362	YGL115W
organic cyclic compound biosynthetic process	GO:1901362	YGL112C
organic cyclic compound biosynthetic process	GO:1901362	YGL101W
organic cyclic compound biosynthetic process	GO:1901362	YGL073W
organic cyclic compound biosynthetic process	GO:1901362	YGL071W
organic cyclic compound biosynthetic process	GO:1901362	YGL070C
organic cyclic compound biosynthetic process	GO:1901362	YGL067W
organic cyclic compound biosynthetic process	GO:1901362	YGL066W
organic cyclic compound biosynthetic process	GO:1901362	YGL058W
organic cyclic compound biosynthetic process	GO:1901362	YGL043W
organic cyclic compound biosynthetic process	GO:1901362	YGL040C
organic cyclic compound biosynthetic process	GO:1901362	YGL037C
organic cyclic compound biosynthetic process	GO:1901362	YGL035C
organic cyclic compound biosynthetic process	GO:1901362	YGL026C
organic cyclic compound biosynthetic process	GO:1901362	YGL025C
organic cyclic compound biosynthetic process	GO:1901362	YGL014W
organic cyclic compound biosynthetic process	GO:1901362	YGL013C
organic cyclic compound biosynthetic process	GO:1901362	YGL012W
organic cyclic compound biosynthetic process	GO:1901362	YGL001C
organic cyclic compound biosynthetic process	GO:1901362	YGR002C
organic cyclic compound biosynthetic process	GO:1901362	YGR005C
organic cyclic compound biosynthetic process	GO:1901362	YGR010W
organic cyclic compound biosynthetic process	GO:1901362	YGR027W-B
organic cyclic compound biosynthetic process	GO:1901362	YGR038C-B
organic cyclic compound biosynthetic process	GO:1901362	YGR044C
organic cyclic compound biosynthetic process	GO:1901362	YGR047C
organic cyclic compound biosynthetic process	GO:1901362	YGR056W
organic cyclic compound biosynthetic process	GO:1901362	YGR060W
organic cyclic compound biosynthetic process	GO:1901362	YGR061C
organic cyclic compound biosynthetic process	GO:1901362	YGR063C
organic cyclic compound biosynthetic process	GO:1901362	YGR099W
organic cyclic compound biosynthetic process	GO:1901362	YGR104C
organic cyclic compound biosynthetic process	GO:1901362	YGR109W-B
organic cyclic compound biosynthetic process	GO:1901362	YGR116W
organic cyclic compound biosynthetic process	GO:1901362	YGR128C
organic cyclic compound biosynthetic process	GO:1901362	YGR134W
organic cyclic compound biosynthetic process	GO:1901362	YGR144W
organic cyclic compound biosynthetic process	GO:1901362	YGR156W
organic cyclic compound biosynthetic process	GO:1901362	YGR161W-B
organic cyclic compound biosynthetic process	GO:1901362	YGR161C-D
organic cyclic compound biosynthetic process	GO:1901362	YGR175C
organic cyclic compound biosynthetic process	GO:1901362	YGR180C
organic cyclic compound biosynthetic process	GO:1901362	YGR186W
organic cyclic compound biosynthetic process	GO:1901362	YGR192C
organic cyclic compound biosynthetic process	GO:1901362	YGR200C
organic cyclic compound biosynthetic process	GO:1901362	YGR204W
organic cyclic compound biosynthetic process	GO:1901362	YGR205W
organic cyclic compound biosynthetic process	GO:1901362	YGR209C
organic cyclic compound biosynthetic process	GO:1901362	YGR229C
organic cyclic compound biosynthetic process	GO:1901362	YGR240C
organic cyclic compound biosynthetic process	GO:1901362	YGR246C
organic cyclic compound biosynthetic process	GO:1901362	YGR252W
organic cyclic compound biosynthetic process	GO:1901362	YGR254W
organic cyclic compound biosynthetic process	GO:1901362	YGR258C
organic cyclic compound biosynthetic process	GO:1901362	YGR262C
organic cyclic compound biosynthetic process	GO:1901362	YGR267C
organic cyclic compound biosynthetic process	GO:1901362	YGR274C
organic cyclic compound biosynthetic process	GO:1901362	YGR275W
organic cyclic compound biosynthetic process	GO:1901362	YGR277C
organic cyclic compound biosynthetic process	GO:1901362	YGR286C
organic cyclic compound biosynthetic process	GO:1901362	YGR288W
organic cyclic compound biosynthetic process	GO:1901362	YHL027W
organic cyclic compound biosynthetic process	GO:1901362	YHL025W
organic cyclic compound biosynthetic process	GO:1901362	YHL020C
organic cyclic compound biosynthetic process	GO:1901362	YHL011C
organic cyclic compound biosynthetic process	GO:1901362	YHL009C
organic cyclic compound biosynthetic process	GO:1901362	YHL009W-B
organic cyclic compound biosynthetic process	GO:1901362	YHR006W
organic cyclic compound biosynthetic process	GO:1901362	YHR007C
organic cyclic compound biosynthetic process	GO:1901362	YHR011W
organic cyclic compound biosynthetic process	GO:1901362	YHR033W
organic cyclic compound biosynthetic process	GO:1901362	YHR041C
organic cyclic compound biosynthetic process	GO:1901362	YHR042W
organic cyclic compound biosynthetic process	GO:1901362	YHR049W
organic cyclic compound biosynthetic process	GO:1901362	YHR056C
organic cyclic compound biosynthetic process	GO:1901362	YHR058C
organic cyclic compound biosynthetic process	GO:1901362	YHR072W-A
organic cyclic compound biosynthetic process	GO:1901362	YHR072W
organic cyclic compound biosynthetic process	GO:1901362	YHR074W
organic cyclic compound biosynthetic process	GO:1901362	YHR079C
organic cyclic compound biosynthetic process	GO:1901362	YHR084W
organic cyclic compound biosynthetic process	GO:1901362	YHR099W
organic cyclic compound biosynthetic process	GO:1901362	YHR124W
organic cyclic compound biosynthetic process	GO:1901362	YHR128W
organic cyclic compound biosynthetic process	GO:1901362	YHR133C
organic cyclic compound biosynthetic process	GO:1901362	YHR134W
organic cyclic compound biosynthetic process	GO:1901362	YHR143W-A
organic cyclic compound biosynthetic process	GO:1901362	YHR144C
organic cyclic compound biosynthetic process	GO:1901362	YHR157W
organic cyclic compound biosynthetic process	GO:1901362	YHR167W
organic cyclic compound biosynthetic process	GO:1901362	YHR174W
organic cyclic compound biosynthetic process	GO:1901362	YHR178W
organic cyclic compound biosynthetic process	GO:1901362	YHR187W
organic cyclic compound biosynthetic process	GO:1901362	YHR190W
organic cyclic compound biosynthetic process	GO:1901362	YHR196W
organic cyclic compound biosynthetic process	GO:1901362	YHR202W
organic cyclic compound biosynthetic process	GO:1901362	YHR206W
organic cyclic compound biosynthetic process	GO:1901362	YHR214C-B
organic cyclic compound biosynthetic process	GO:1901362	YHR216W
organic cyclic compound biosynthetic process	GO:1901362	YIL143C
organic cyclic compound biosynthetic process	GO:1901362	YIL139C
organic cyclic compound biosynthetic process	GO:1901362	YIL132C
organic cyclic compound biosynthetic process	GO:1901362	YIL131C
organic cyclic compound biosynthetic process	GO:1901362	YIL130W
organic cyclic compound biosynthetic process	GO:1901362	YIL128W
organic cyclic compound biosynthetic process	GO:1901362	YIL127C
organic cyclic compound biosynthetic process	GO:1901362	YIL126W
organic cyclic compound biosynthetic process	GO:1901362	YIL122W
organic cyclic compound biosynthetic process	GO:1901362	YIL116W
organic cyclic compound biosynthetic process	GO:1901362	YIL101C
organic cyclic compound biosynthetic process	GO:1901362	YIL084C
organic cyclic compound biosynthetic process	GO:1901362	YIL083C
organic cyclic compound biosynthetic process	GO:1901362	YIL082W-A
organic cyclic compound biosynthetic process	GO:1901362	YIL066C
organic cyclic compound biosynthetic process	GO:1901362	YIL056W
organic cyclic compound biosynthetic process	GO:1901362	YIL046W
organic cyclic compound biosynthetic process	GO:1901362	YIL041W
organic cyclic compound biosynthetic process	GO:1901362	YIL038C
organic cyclic compound biosynthetic process	GO:1901362	YIL036W
organic cyclic compound biosynthetic process	GO:1901362	YIL021W
organic cyclic compound biosynthetic process	GO:1901362	YIL020C
organic cyclic compound biosynthetic process	GO:1901362	YIL010W
organic cyclic compound biosynthetic process	GO:1901362	YIL009C-A
organic cyclic compound biosynthetic process	GO:1901362	YIR008C
organic cyclic compound biosynthetic process	GO:1901362	YIR013C
organic cyclic compound biosynthetic process	GO:1901362	YIR017C
organic cyclic compound biosynthetic process	GO:1901362	YIR018W
organic cyclic compound biosynthetic process	GO:1901362	YIR023W
organic cyclic compound biosynthetic process	GO:1901362	YJL206C
organic cyclic compound biosynthetic process	GO:1901362	YJL184W
organic cyclic compound biosynthetic process	GO:1901362	YJL176C
organic cyclic compound biosynthetic process	GO:1901362	YJL173C
organic cyclic compound biosynthetic process	GO:1901362	YJL168C
organic cyclic compound biosynthetic process	GO:1901362	YJL167W
organic cyclic compound biosynthetic process	GO:1901362	YJL148W
organic cyclic compound biosynthetic process	GO:1901362	YJL140W
organic cyclic compound biosynthetic process	GO:1901362	YJL130C
organic cyclic compound biosynthetic process	GO:1901362	YJL115W
organic cyclic compound biosynthetic process	GO:1901362	YJL113W
organic cyclic compound biosynthetic process	GO:1901362	YJL110C
organic cyclic compound biosynthetic process	GO:1901362	YJL109C
organic cyclic compound biosynthetic process	GO:1901362	YJL103C
organic cyclic compound biosynthetic process	GO:1901362	YJL089W
organic cyclic compound biosynthetic process	GO:1901362	YJL081C
organic cyclic compound biosynthetic process	GO:1901362	YJL065C
organic cyclic compound biosynthetic process	GO:1901362	YJL060W
organic cyclic compound biosynthetic process	GO:1901362	YJL056C
organic cyclic compound biosynthetic process	GO:1901362	YJL052W
organic cyclic compound biosynthetic process	GO:1901362	YJL026W
organic cyclic compound biosynthetic process	GO:1901362	YJL025W
organic cyclic compound biosynthetic process	GO:1901362	YJL011C
organic cyclic compound biosynthetic process	GO:1901362	YJL006C
organic cyclic compound biosynthetic process	GO:1901362	YJL005W
organic cyclic compound biosynthetic process	GO:1901362	YJR006W
organic cyclic compound biosynthetic process	GO:1901362	YJR009C
organic cyclic compound biosynthetic process	GO:1901362	YJR017C
organic cyclic compound biosynthetic process	GO:1901362	YJR025C
organic cyclic compound biosynthetic process	GO:1901362	YJR027W
organic cyclic compound biosynthetic process	GO:1901362	YJR029W
organic cyclic compound biosynthetic process	GO:1901362	YJR043C
organic cyclic compound biosynthetic process	GO:1901362	YJR049C
organic cyclic compound biosynthetic process	GO:1901362	YJR057W
organic cyclic compound biosynthetic process	GO:1901362	YJR060W
organic cyclic compound biosynthetic process	GO:1901362	YJR063W
organic cyclic compound biosynthetic process	GO:1901362	YJR066W
organic cyclic compound biosynthetic process	GO:1901362	YJR069C
organic cyclic compound biosynthetic process	GO:1901362	YJR078W
organic cyclic compound biosynthetic process	GO:1901362	YJR082C
organic cyclic compound biosynthetic process	GO:1901362	YJR084W
organic cyclic compound biosynthetic process	GO:1901362	YJR094C
organic cyclic compound biosynthetic process	GO:1901362	YJR103W
organic cyclic compound biosynthetic process	GO:1901362	YJR105W
organic cyclic compound biosynthetic process	GO:1901362	YJR109C
organic cyclic compound biosynthetic process	GO:1901362	YJR121W
organic cyclic compound biosynthetic process	GO:1901362	YJR127C
organic cyclic compound biosynthetic process	GO:1901362	YJR133W
organic cyclic compound biosynthetic process	GO:1901362	YJR140C
organic cyclic compound biosynthetic process	GO:1901362	YJR156C
organic cyclic compound biosynthetic process	GO:1901362	YKL222C
organic cyclic compound biosynthetic process	GO:1901362	YKL216W
organic cyclic compound biosynthetic process	GO:1901362	YKL211C
organic cyclic compound biosynthetic process	GO:1901362	YKL192C
organic cyclic compound biosynthetic process	GO:1901362	YKL185W
organic cyclic compound biosynthetic process	GO:1901362	YKL181W
organic cyclic compound biosynthetic process	GO:1901362	YKL160W
organic cyclic compound biosynthetic process	GO:1901362	YKL152C
organic cyclic compound biosynthetic process	GO:1901362	YKL150W
organic cyclic compound biosynthetic process	GO:1901362	YKL144C
organic cyclic compound biosynthetic process	GO:1901362	YKL139W
organic cyclic compound biosynthetic process	GO:1901362	YKL132C
organic cyclic compound biosynthetic process	GO:1901362	YKL125W
organic cyclic compound biosynthetic process	GO:1901362	YKL113C
organic cyclic compound biosynthetic process	GO:1901362	YKL112W
organic cyclic compound biosynthetic process	GO:1901362	YKL110C
organic cyclic compound biosynthetic process	GO:1901362	YKL109W
organic cyclic compound biosynthetic process	GO:1901362	YKL104C
organic cyclic compound biosynthetic process	GO:1901362	YKL088W
organic cyclic compound biosynthetic process	GO:1901362	YKL067W
organic cyclic compound biosynthetic process	GO:1901362	YKL062W
organic cyclic compound biosynthetic process	GO:1901362	YKL060C
organic cyclic compound biosynthetic process	GO:1901362	YKL058W
organic cyclic compound biosynthetic process	GO:1901362	YKL045W
organic cyclic compound biosynthetic process	GO:1901362	YKL043W
organic cyclic compound biosynthetic process	GO:1901362	YKL038W
organic cyclic compound biosynthetic process	GO:1901362	YKL032C
organic cyclic compound biosynthetic process	GO:1901362	YKL028W
organic cyclic compound biosynthetic process	GO:1901362	YKL024C
organic cyclic compound biosynthetic process	GO:1901362	YKL018W
organic cyclic compound biosynthetic process	GO:1901362	YKL016C
organic cyclic compound biosynthetic process	GO:1901362	YKL015W
organic cyclic compound biosynthetic process	GO:1901362	YKL005C
organic cyclic compound biosynthetic process	GO:1901362	YKR008W
organic cyclic compound biosynthetic process	GO:1901362	YKR023W
organic cyclic compound biosynthetic process	GO:1901362	YKR025W
organic cyclic compound biosynthetic process	GO:1901362	YKR029C
organic cyclic compound biosynthetic process	GO:1901362	YKR034W
organic cyclic compound biosynthetic process	GO:1901362	YKR038C
organic cyclic compound biosynthetic process	GO:1901362	YKR062W
organic cyclic compound biosynthetic process	GO:1901362	YKR064W
organic cyclic compound biosynthetic process	GO:1901362	YKR069W
organic cyclic compound biosynthetic process	GO:1901362	YKR072C
organic cyclic compound biosynthetic process	GO:1901362	YKR077W
organic cyclic compound biosynthetic process	GO:1901362	YKR080W
organic cyclic compound biosynthetic process	GO:1901362	YKR095W-A
organic cyclic compound biosynthetic process	GO:1901362	YKR099W
organic cyclic compound biosynthetic process	GO:1901362	YKR101W
organic cyclic compound biosynthetic process	GO:1901362	YLL054C
organic cyclic compound biosynthetic process	GO:1901362	YLL035W
organic cyclic compound biosynthetic process	GO:1901362	YLL027W
organic cyclic compound biosynthetic process	GO:1901362	YLL022C
organic cyclic compound biosynthetic process	GO:1901362	YLL002W
organic cyclic compound biosynthetic process	GO:1901362	YLR005W
organic cyclic compound biosynthetic process	GO:1901362	YLR010C
organic cyclic compound biosynthetic process	GO:1901362	YLR013W
organic cyclic compound biosynthetic process	GO:1901362	YLR014C
organic cyclic compound biosynthetic process	GO:1901362	YLR015W
organic cyclic compound biosynthetic process	GO:1901362	YLR017W
organic cyclic compound biosynthetic process	GO:1901362	YLR028C
organic cyclic compound biosynthetic process	GO:1901362	YLR032W
organic cyclic compound biosynthetic process	GO:1901362	YLR033W
organic cyclic compound biosynthetic process	GO:1901362	YLR035C-A
organic cyclic compound biosynthetic process	GO:1901362	YLR039C
organic cyclic compound biosynthetic process	GO:1901362	YLR043C
organic cyclic compound biosynthetic process	GO:1901362	YLR052W
organic cyclic compound biosynthetic process	GO:1901362	YLR055C
organic cyclic compound biosynthetic process	GO:1901362	YLR056W
organic cyclic compound biosynthetic process	GO:1901362	YLR071C
organic cyclic compound biosynthetic process	GO:1901362	YLR085C
organic cyclic compound biosynthetic process	GO:1901362	YLR095C
organic cyclic compound biosynthetic process	GO:1901362	YLR098C
organic cyclic compound biosynthetic process	GO:1901362	YLR100W
organic cyclic compound biosynthetic process	GO:1901362	YLR113W
organic cyclic compound biosynthetic process	GO:1901362	YLR131C
organic cyclic compound biosynthetic process	GO:1901362	YLR141W
organic cyclic compound biosynthetic process	GO:1901362	YLR157C-B
organic cyclic compound biosynthetic process	GO:1901362	YLR162W-A
organic cyclic compound biosynthetic process	GO:1901362	YLR182W
organic cyclic compound biosynthetic process	GO:1901362	YLR189C
organic cyclic compound biosynthetic process	GO:1901362	YLR209C
organic cyclic compound biosynthetic process	GO:1901362	YLR223C
organic cyclic compound biosynthetic process	GO:1901362	YLR226W
organic cyclic compound biosynthetic process	GO:1901362	YLR227W-B
organic cyclic compound biosynthetic process	GO:1901362	YLR228C
organic cyclic compound biosynthetic process	GO:1901362	YLR231C
organic cyclic compound biosynthetic process	GO:1901362	YLR233C
organic cyclic compound biosynthetic process	GO:1901362	YLR234W
organic cyclic compound biosynthetic process	GO:1901362	YLR245C
organic cyclic compound biosynthetic process	GO:1901362	YLR256W
organic cyclic compound biosynthetic process	GO:1901362	YLR266C
organic cyclic compound biosynthetic process	GO:1901362	YLR277C
organic cyclic compound biosynthetic process	GO:1901362	YLR278C
organic cyclic compound biosynthetic process	GO:1901362	YLR295C
organic cyclic compound biosynthetic process	GO:1901362	YLR318W
organic cyclic compound biosynthetic process	GO:1901362	YLR321C
organic cyclic compound biosynthetic process	GO:1901362	YLR328W
organic cyclic compound biosynthetic process	GO:1901362	YLR357W
organic cyclic compound biosynthetic process	GO:1901362	YLR359W
organic cyclic compound biosynthetic process	GO:1901362	YLR376C
organic cyclic compound biosynthetic process	GO:1901362	YLR384C
organic cyclic compound biosynthetic process	GO:1901362	YLR385C
organic cyclic compound biosynthetic process	GO:1901362	YLR399C
organic cyclic compound biosynthetic process	GO:1901362	YLR403W
organic cyclic compound biosynthetic process	GO:1901362	YLR410W-B
organic cyclic compound biosynthetic process	GO:1901362	YLR418C
organic cyclic compound biosynthetic process	GO:1901362	YLR420W
organic cyclic compound biosynthetic process	GO:1901362	YLR430W
organic cyclic compound biosynthetic process	GO:1901362	YLR432W
organic cyclic compound biosynthetic process	GO:1901362	YLR438W
organic cyclic compound biosynthetic process	GO:1901362	YLR442C
organic cyclic compound biosynthetic process	GO:1901362	YLR445W
organic cyclic compound biosynthetic process	GO:1901362	YLR446W
organic cyclic compound biosynthetic process	GO:1901362	YLR450W
organic cyclic compound biosynthetic process	GO:1901362	YLR451W
organic cyclic compound biosynthetic process	GO:1901362	YLR453C
organic cyclic compound biosynthetic process	GO:1901362	YML127W
organic cyclic compound biosynthetic process	GO:1901362	YML126C
organic cyclic compound biosynthetic process	GO:1901362	YML121W
organic cyclic compound biosynthetic process	GO:1901362	YML114C
organic cyclic compound biosynthetic process	GO:1901362	YML112W
organic cyclic compound biosynthetic process	GO:1901362	YML106W
organic cyclic compound biosynthetic process	GO:1901362	YML099C
organic cyclic compound biosynthetic process	GO:1901362	YML098W
organic cyclic compound biosynthetic process	GO:1901362	YML095C
organic cyclic compound biosynthetic process	GO:1901362	YML086C
organic cyclic compound biosynthetic process	GO:1901362	YML081C-A
organic cyclic compound biosynthetic process	GO:1901362	YML081W
organic cyclic compound biosynthetic process	GO:1901362	YML076C
organic cyclic compound biosynthetic process	GO:1901362	YML075C
organic cyclic compound biosynthetic process	GO:1901362	YML069W
organic cyclic compound biosynthetic process	GO:1901362	YML062C
organic cyclic compound biosynthetic process	GO:1901362	YML060W
organic cyclic compound biosynthetic process	GO:1901362	YML056C
organic cyclic compound biosynthetic process	GO:1901362	YML051W
organic cyclic compound biosynthetic process	GO:1901362	YML045W
organic cyclic compound biosynthetic process	GO:1901362	YML043C
organic cyclic compound biosynthetic process	GO:1901362	YML039W
organic cyclic compound biosynthetic process	GO:1901362	YML036W
organic cyclic compound biosynthetic process	GO:1901362	YML035C
organic cyclic compound biosynthetic process	GO:1901362	YML032C
organic cyclic compound biosynthetic process	GO:1901362	YML027W
organic cyclic compound biosynthetic process	GO:1901362	YML022W
organic cyclic compound biosynthetic process	GO:1901362	YML015C
organic cyclic compound biosynthetic process	GO:1901362	YML010W
organic cyclic compound biosynthetic process	GO:1901362	YML008C
organic cyclic compound biosynthetic process	GO:1901362	YML007W
organic cyclic compound biosynthetic process	GO:1901362	YMR005W
organic cyclic compound biosynthetic process	GO:1901362	YMR015C
organic cyclic compound biosynthetic process	GO:1901362	YMR016C
organic cyclic compound biosynthetic process	GO:1901362	YMR019W
organic cyclic compound biosynthetic process	GO:1901362	YMR021C
organic cyclic compound biosynthetic process	GO:1901362	YMR030W
organic cyclic compound biosynthetic process	GO:1901362	YMR033W
organic cyclic compound biosynthetic process	GO:1901362	YMR037C
organic cyclic compound biosynthetic process	GO:1901362	YMR039C
organic cyclic compound biosynthetic process	GO:1901362	YMR041C
organic cyclic compound biosynthetic process	GO:1901362	YMR042W
organic cyclic compound biosynthetic process	GO:1901362	YMR043W
organic cyclic compound biosynthetic process	GO:1901362	YMR044W
organic cyclic compound biosynthetic process	GO:1901362	YMR045C
organic cyclic compound biosynthetic process	GO:1901362	YMR050C
organic cyclic compound biosynthetic process	GO:1901362	YMR054W
organic cyclic compound biosynthetic process	GO:1901362	YMR056C
organic cyclic compound biosynthetic process	GO:1901362	YMR070W
organic cyclic compound biosynthetic process	GO:1901362	YMR075W
organic cyclic compound biosynthetic process	GO:1901362	YMR084W
organic cyclic compound biosynthetic process	GO:1901362	YMR091C
organic cyclic compound biosynthetic process	GO:1901362	YMR093W
organic cyclic compound biosynthetic process	GO:1901362	YMR095C
organic cyclic compound biosynthetic process	GO:1901362	YMR096W
organic cyclic compound biosynthetic process	GO:1901362	YMR112C
organic cyclic compound biosynthetic process	GO:1901362	YMR113W
organic cyclic compound biosynthetic process	GO:1901362	YMR120C
organic cyclic compound biosynthetic process	GO:1901362	YMR127C
organic cyclic compound biosynthetic process	GO:1901362	YMR134W
organic cyclic compound biosynthetic process	GO:1901362	YMR136W
organic cyclic compound biosynthetic process	GO:1901362	YMR164C
organic cyclic compound biosynthetic process	GO:1901362	YMR165C
organic cyclic compound biosynthetic process	GO:1901362	YMR172W
organic cyclic compound biosynthetic process	GO:1901362	YMR182C
organic cyclic compound biosynthetic process	GO:1901362	YMR202W
organic cyclic compound biosynthetic process	GO:1901362	YMR205C
organic cyclic compound biosynthetic process	GO:1901362	YMR208W
organic cyclic compound biosynthetic process	GO:1901362	YMR217W
organic cyclic compound biosynthetic process	GO:1901362	YMR219W
organic cyclic compound biosynthetic process	GO:1901362	YMR220W
organic cyclic compound biosynthetic process	GO:1901362	YMR222C
organic cyclic compound biosynthetic process	GO:1901362	YMR223W
organic cyclic compound biosynthetic process	GO:1901362	YMR227C
organic cyclic compound biosynthetic process	GO:1901362	YMR228W
organic cyclic compound biosynthetic process	GO:1901362	YMR233W
organic cyclic compound biosynthetic process	GO:1901362	YMR236W
organic cyclic compound biosynthetic process	GO:1901362	YMR239C
organic cyclic compound biosynthetic process	GO:1901362	YMR263W
organic cyclic compound biosynthetic process	GO:1901362	YMR270C
organic cyclic compound biosynthetic process	GO:1901362	YMR271C
organic cyclic compound biosynthetic process	GO:1901362	YMR278W
organic cyclic compound biosynthetic process	GO:1901362	YMR280C
organic cyclic compound biosynthetic process	GO:1901362	YMR289W
organic cyclic compound biosynthetic process	GO:1901362	YMR300C
organic cyclic compound biosynthetic process	GO:1901362	YMR312W
organic cyclic compound biosynthetic process	GO:1901362	YMR323W
organic cyclic compound biosynthetic process	GO:1901362	YNL334C
organic cyclic compound biosynthetic process	GO:1901362	YNL333W
organic cyclic compound biosynthetic process	GO:1901362	YNL332W
organic cyclic compound biosynthetic process	GO:1901362	YNL330C
organic cyclic compound biosynthetic process	GO:1901362	YNL316C
organic cyclic compound biosynthetic process	GO:1901362	YNL314W
organic cyclic compound biosynthetic process	GO:1901362	YNL312W
organic cyclic compound biosynthetic process	GO:1901362	YNL288W
organic cyclic compound biosynthetic process	GO:1901362	YNL284C-B
organic cyclic compound biosynthetic process	GO:1901362	YNL280C
organic cyclic compound biosynthetic process	GO:1901362	YNL278W
organic cyclic compound biosynthetic process	GO:1901362	YNL264C
organic cyclic compound biosynthetic process	GO:1901362	YNL262W
organic cyclic compound biosynthetic process	GO:1901362	YNL256W
organic cyclic compound biosynthetic process	GO:1901362	YNL253W
organic cyclic compound biosynthetic process	GO:1901362	YNL251C
organic cyclic compound biosynthetic process	GO:1901362	YNL250W
organic cyclic compound biosynthetic process	GO:1901362	YNL248C
organic cyclic compound biosynthetic process	GO:1901362	YNL236W
organic cyclic compound biosynthetic process	GO:1901362	YNL231C
organic cyclic compound biosynthetic process	GO:1901362	YNL230C
organic cyclic compound biosynthetic process	GO:1901362	YNL222W
organic cyclic compound biosynthetic process	GO:1901362	YNL220W
organic cyclic compound biosynthetic process	GO:1901362	YNL216W
organic cyclic compound biosynthetic process	GO:1901362	YNL215W
organic cyclic compound biosynthetic process	GO:1901362	YNL206C
organic cyclic compound biosynthetic process	GO:1901362	YNL199C
organic cyclic compound biosynthetic process	GO:1901362	YNL167C
organic cyclic compound biosynthetic process	GO:1901362	YNL156C
organic cyclic compound biosynthetic process	GO:1901362	YNL151C
organic cyclic compound biosynthetic process	GO:1901362	YNL141W
organic cyclic compound biosynthetic process	GO:1901362	YNL139C
organic cyclic compound biosynthetic process	GO:1901362	YNL136W
organic cyclic compound biosynthetic process	GO:1901362	YNL129W
organic cyclic compound biosynthetic process	GO:1901362	YNL113W
organic cyclic compound biosynthetic process	GO:1901362	YNL111C
organic cyclic compound biosynthetic process	GO:1901362	YNL107W
organic cyclic compound biosynthetic process	GO:1901362	YNL103W
organic cyclic compound biosynthetic process	GO:1901362	YNL102W
organic cyclic compound biosynthetic process	GO:1901362	YNL097C
organic cyclic compound biosynthetic process	GO:1901362	YNL076W
organic cyclic compound biosynthetic process	GO:1901362	YNL059C
organic cyclic compound biosynthetic process	GO:1901362	YNL054W-B
organic cyclic compound biosynthetic process	GO:1901362	YNL039W
organic cyclic compound biosynthetic process	GO:1901362	YNL031C
organic cyclic compound biosynthetic process	GO:1901362	YNL027W
organic cyclic compound biosynthetic process	GO:1901362	YNL025C
organic cyclic compound biosynthetic process	GO:1901362	YNL023C
organic cyclic compound biosynthetic process	GO:1901362	YNL021W
organic cyclic compound biosynthetic process	GO:1901362	YNR003C
organic cyclic compound biosynthetic process	GO:1901362	YNR009W
organic cyclic compound biosynthetic process	GO:1901362	YNR010W
